,ID,Tweet,anger,disgust,fear,joy,love,optimism,pessimism,sadness,trust,neg,pos,label,message_processed,message_length
200,2017-En-40999,"We're in contained depression. Only new economic engine is #Sustainability, say Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy",0,0,0,0,0,0,1,1,0,2,0,1,contain depression new economic engine sustainability say joel vergecon newgrandstrategy,139
201,2017-En-21020,Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,0,0,0,1,0,1,0,0,0,0,2,0,solid start bozzelli benevans hop good start,67
202,2017-En-11396,@DepressedStride &gt; huff louder,0,0,0,0,0,0,1,1,0,2,0,1,huff louder,33
203,2017-En-30823,"@theclobra lol I thought maybe, couldn't decide if there was levity or not",0,0,0,1,0,0,0,0,0,0,1,0,lol think maybe decide levity,74
205,2017-En-31306,@Cherie_Fitz it's being extremely playful,0,0,0,1,1,1,0,0,0,0,3,0,extremely playful,41
207,2017-En-40202,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,1,0,0,0,0,0,1,0,0,2,0,1,want pity instructor like understand truly try despite circumstance make discourage,140
208,2017-En-31349,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #thâ¦",0,0,0,1,1,0,0,0,0,0,2,0,communitysleepcoach look narcoleptic puppy make smile human find odd position seek,146
209,2017-En-40955,*Sigh* #depression #saddness #afterellen #shitsucks,1,1,0,0,0,0,1,1,0,4,0,1,sigh depression saddness afterellen shitsucks,51
210,2017-En-11409,@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other',1,1,1,0,0,0,0,1,0,4,0,1,spend campaign divide people pit message fear resent,140
213,2017-En-30536,I see I'll be hovering over the block button today with much glee.,0,0,0,1,0,1,0,0,0,0,2,0,see hover block button today much glee,66
215,2017-En-21448,"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",1,1,0,0,0,0,0,0,0,2,0,1,appointment book today wait day nobody show also request call back never get one awful,136
216,2017-En-30062,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,0,0,0,1,0,1,0,0,1,0,3,0,always indeed wonderful experience fly guy today bestinbusiness delight happyme,119
217,2017-En-40044,Summer officially ends today. #sadness,0,0,0,0,0,0,0,1,0,1,0,1,summer officially end today sadness,38
218,2017-En-10476,@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone,1,1,0,0,0,0,0,0,0,2,0,1,seriously dude buy bubble tape phone snap break another phone,92
220,2017-En-21270,@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,1,1,0,0,0,0,0,0,0,2,0,1,holy shit hell happen lip fix shit mtv teenmom horrible,99
221,2017-En-10631,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",0,0,0,1,0,1,0,0,0,0,2,0,grateful hungry people life hungry learn change grow help etc sure anybody well,122
224,2017-En-31575,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them ,1,1,0,0,0,0,0,0,0,2,0,1,maybe entire russian team test positive meldonium north american get replace,112
225,2017-En-10449,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,1,1,0,0,0,0,0,0,0,2,0,1,hey folk sorry anything offensive get post yesterday account get hacked fix though hope angry annoy,138
226,2017-En-22138,@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards ð it'll get better!!,0,0,0,1,0,1,0,0,0,0,2,0,get discourage early get overwhelming keep reading use cue card get good,133
228,2017-En-21906,When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,0,0,0,1,0,1,0,0,1,0,3,0,say release idinaparty ticket set alarm miss fingerscrossed idina,126
230,2017-En-20118,in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,1,0,1,0,0,0,0,0,0,2,0,1,dream try steal kidney blackmarket whydidiwatchthat,85
231,2017-En-41526,I was not made for this world. #empath #unhappy,0,0,0,0,0,0,0,1,0,1,0,1,make world empath unhappy,47
233,2017-En-10667,"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",1,0,0,0,0,0,0,1,0,2,0,1,hater teach hate show love good quote go comment tiff treat,138
235,2017-En-10760,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",0,0,0,0,0,0,0,0,0,0,0,0,tiangong china first space laboratory come fiery end late average decommission satellite either burn,136
236,2017-En-31527,@enews #breezy deserve it..,0,0,0,1,0,1,0,0,0,0,2,0,breezy deserve,27
239,2017-En-40762,"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",0,0,0,1,0,1,0,0,0,0,2,0,ahead poll trump dismal performance upcoming debate easy win hillary,123
240,2017-En-30231,Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,0,0,0,1,1,0,0,0,0,0,2,0,ryan gosling eva mendes finally joyful funny dont bos dont argue everything kid mini car trip focus love,137
242,2017-En-30560,"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",0,0,0,1,1,1,0,0,0,0,3,0,hey never know channel version gbbo might actually quite good advert end world optimism,129
243,2017-En-10921,"@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.",0,0,0,0,0,0,0,0,0,0,0,0,turn game want play madden load game turn,111
244,2017-En-30838,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in ð©,0,0,0,0,0,0,1,1,0,2,0,1,embarrass saw like knvfkkjg think stalker start wave cheerfully invite,142
246,2017-En-40916,I can't wait for you to listen to my new single 'Mystery' and my new albumð. #newmusic #newsingle #newalbum #2016 #popmusic #dark,0,0,0,1,1,0,0,0,0,0,2,0,wait listen new single mystery new album newmusic newsingle newalbum popmusic dark,132
247,2017-En-31406,Your future is bright. #Remember,0,0,0,1,0,1,0,0,0,0,2,0,future bright remember,32
248,2017-En-21127,Lets start there,0,0,0,0,0,0,0,0,0,0,0,0,let start,16
249,2017-En-41030,Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,0,0,0,0,0,1,0,0,1,0,2,0,anybody know good place book show montreal short super short notice punkrock postpunk blue,117
251,2017-En-31202,"@Harry_Styles ð\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\nâ90,127",0,0,0,1,1,1,0,0,0,0,3,0,nheart pure smile nso bright love nmore number nof star night nkindly follow please nharry,152
252,2017-En-11483,finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet,0,0,0,0,0,0,0,1,0,1,0,1,finally leave first job soon work since go kind bitter sweet,106
253,2017-En-10772,"As your own lives in order to complete our amazing life journey successfully, it is there. ",0,0,0,1,0,1,0,0,0,0,2,0,life order complete amazing life journey successfully,91
254,2017-En-21248,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible,1,0,1,0,0,0,0,0,0,2,0,1,get start town centre use every week month horrible,122
256,2017-En-41358,will brawndo cure my depression? @MikeJudge #Idiocracytoday,0,0,0,0,0,0,0,1,0,1,0,1,brawndo cure depression idiocracytoday,59
257,2017-En-40573,Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. â Mark Twain,0,0,0,0,0,1,0,0,0,0,1,0,rejoice birth grieve funeral person involve mark twain,122
261,2017-En-10076,I dislike people who get offended by the littlest shit .,1,1,0,0,0,0,0,0,0,2,0,1,dislike people get offend little shit,56
262,2017-En-22092,@salutetroye you look adorable awe,0,0,0,1,1,0,0,0,0,0,2,0,look adorable awe,34
265,2017-En-10571,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,0,0,0,1,0,1,0,0,0,0,2,0,give kendrick lamar eat barbecue,68
266,2017-En-40480,"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",0,0,0,1,0,1,0,0,0,0,2,0,shine good deed weary world roald dahl charlie chocolate factory,111
267,2017-En-20446,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,1,1,1,0,0,0,0,0,0,3,0,1,new play tonight pretty much blind run played game maybe get level rage horror,117
269,2017-En-10951,@shae_caitlin ur road rage gives me anxiety.,1,0,1,0,0,0,0,0,0,2,0,1,road rage give anxiety,44
272,2017-En-40079,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,0,0,0,0,0,0,1,1,0,2,0,1,god full shilling seriously need major rethink lab gove lifetime sad,140
273,2017-En-10458,"significantly, with a #bitter smile, 'let me",1,1,0,0,0,0,0,0,0,2,0,1,significantly bitter smile let,44
274,2017-En-21931,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible,1,1,0,0,0,0,1,0,0,3,0,1,try home tonight run run champ sike loser terrible,139
276,2017-En-20171,@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,0,0,1,0,0,0,0,0,0,1,0,1,horrific situation get bad trump elect vote hillary,99
277,2017-En-30591,@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.,0,0,0,1,0,0,0,0,0,0,1,0,many chance show look lively good shot tip bar end,139
278,2017-En-41022,Need advice on how to get out of this rut!!!!  #needmotivation,0,0,0,0,0,1,0,0,1,0,2,0,need advice get rut needmotivation,62
279,2017-En-40080,in health we did a think about depression and now i feel like i have it,0,0,0,0,0,0,0,1,0,1,0,1,health think depression feel like,71
280,2017-En-30101,@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,0,0,0,1,0,0,0,0,0,0,1,0,easy spot parade tiny weans expensive jammies really hilarious,101
281,2017-En-21111,"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",0,0,0,1,0,1,0,0,0,0,2,0,mattmilne thank let know please hesitate contact future assistance need thank,135
283,2017-En-21442,âWorry is a down payment on a problem you may never have'. Â Joyce Meyer. #motivation #leadership ,0,0,0,1,0,1,0,0,0,0,2,0,worry payment problem may never joyce meyer motivation leadership,100
284,2017-En-41312,Muscled man with huge heart is messing with my brain and heart. #lost #confused,0,0,0,0,0,0,0,1,0,1,0,1,muscle man huge heart mess brain heart lose confused,79
285,2017-En-21529,Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove,0,0,0,1,1,1,0,0,1,0,4,0,follow amaze australian author fiction zombie angels demon vampire werewolf follow authorlove,130
287,2017-En-40956,@rosalilium I'm wearing all black tomorrow to mourn. ð­ð,0,1,0,0,0,0,1,1,0,3,0,1,wear black tomorrow mourn,61
290,2017-En-30916,@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back homeð,0,0,0,1,1,1,0,0,0,0,3,0,thank obama cut elate back home,87
291,2017-En-21943,"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",0,0,0,1,0,0,0,0,0,0,1,0,laugh loud time shake head really cheesy,94
292,2017-En-21202,Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #awestruck #longingformore,0,0,0,1,0,1,0,0,1,0,3,0,whatt trailerrrr ranbirkapoor aishwaryaraibachchan completely blown awestruck longingformore,137
293,2017-En-20824,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",1,1,0,0,0,0,0,1,0,3,0,1,bad slash price send refugee camp like team gear lose championship,129
294,2017-En-20392,When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,0,0,1,0,0,0,0,1,0,2,0,1,go blast gothcore music anxiety listen around bcuz spooky sigh momlife,137
295,2017-En-21868,"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",1,1,0,0,0,0,0,1,0,3,0,1,pretty clear stand tolerance habitual liar trump fan either citizen,132
296,2017-En-22188,@LeafyIsHere will showing off biceps scare you?,0,0,1,0,0,0,0,0,0,1,0,1,show biceps scare,47
297,2017-En-31355,@TeamGrout glee,0,0,0,1,0,0,0,0,0,0,1,0,glee,15
298,2017-En-41301,Awake at 5.30am with a seriously bad throat ð©ð©ð©ð©ð·ð¤ glands feel huuuuuuuge and I'm in uni soon! #grim,1,1,0,0,0,0,0,1,0,3,0,1,awake seriously bad throat gland feel huuuuuuuge uni soon grim,118
299,2017-En-20728,courage the cowardly dog is like american horror story for kids,0,0,1,0,0,0,0,0,0,1,0,1,courage cowardly dog like american horror story kid,63
300,2017-En-21550,This is awful,0,1,0,0,0,0,0,0,0,1,0,1,awful,13
301,2017-En-30759,Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',0,0,0,0,0,1,0,0,0,0,1,0,gloriosa bazigaga rwanda work lose relative genocide yr peacebuilding give optimism within power,137
302,2017-En-30313,Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,0,0,0,1,1,1,0,0,0,0,3,0,finn sing fight feel shower spy one best scene show glee,121
304,2017-En-40504,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,0,0,0,0,0,0,0,1,0,1,0,1,mhchat childhood experience inform adult relationship associative memory question ability process,132
305,2017-En-40925,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",0,0,0,0,0,0,0,1,0,1,0,1,texan astros shut tonight houston back normal texan astros sadness loser,104
306,2017-En-11194,@downeysduckling nick fury,1,1,0,0,0,0,0,0,0,2,0,1,nick fury,26
307,2017-En-21282,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,0,0,1,0,0,0,0,1,0,2,0,1,dream say something really retarded twitter get like retweets nightmare,115
308,2017-En-21249,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,0,0,0,0,0,0,0,1,0,1,0,1,get start town centre use every week month,113
309,2017-En-30912,The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,0,0,0,1,0,1,0,0,0,0,2,0,race advance extra achievement individual individual charles towne inspire,118
